Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday,Promo2,Month,Customers_binned,CompetitionDistance_binned
956,2,4231,1,1,0,1,1,7,"(451,902]","(20,7604]"
246,7,0,0,0,0,0,0,11,,"(20,7604]"
795,7,0,0,0,0,0,1,7,,"(20,7604]"
898,5,7739,1,1,0,0,0,6,"(451,902]","(15188,22772]"
100,4,8042,1,1,0,0,0,1,"(451,902]","(15188,22772]"
164,3,6014,1,1,0,0,1,11,"(451,902]","(20,7604]"
61,3,5601,1,1,0,0,1,7,"(451,902]","(20,7604]"
977,1,3931,1,0,0,0,1,6,"(0,451]","(20,7604]"
106,4,8547,1,1,0,1,0,8,"(451,902]","(20,7604]"
1062,6,5982,1,0,0,0,1,6,"(451,902]","(20,7604]"
506,4,7194,1,1,0,0,1,3,"(451,902]","(20,7604]"
1008,7,0,0,0,0,0,0,9,,"(20,7604]"
922,2,0,0,0,0,0,0,4,,"(20,7604]"
16,6,4832,1,0,0,0,0,2,"(451,902]","(20,7604]"
197,4,7723,1,1,0,0,0,5,"(451,902]","(20,7604]"
1089,1,14407,1,1,0,0,0,4,"(902,1353]","(20,7604]"
959,6,3102,1,0,0,0,0,10,"(0,451]","(20,7604]"
593,5,8221,1,0,0,0,0,3,"(902,1353]","(30356,37940]"
1029,2,7852,1,1,0,0,0,9,"(902,1353]","(20,7604]"
764,6,1551,1,0,0,0,1,5,"(0,451]","(22772,30356]"
762,1,6417,1,1,0,0,1,2,"(451,902]","(20,7604]"
822,1,7492,1,0,0,1,1,8,"(451,902]","(20,7604]"
998,1,3765,1,0,0,1,1,10,"(451,902]","(20,7604]"
278,2,8055,1,1,0,1,0,7,"(451,902]","(7604,15188]"
918,4,4655,1,0,0,0,0,6,"(451,902]","(15188,22772]"
884,6,4272,1,0,0,0,0,7,"(0,451]","(20,7604]"
842,7,0,0,0,0,0,0,6,,"(20,7604]"
274,7,5776,1,0,0,0,1,10,"(902,1353]","(20,7604]"
38,6,6155,1,0,0,0,0,2,"(451,902]","(20,7604]"
490,2,8723,1,1,0,0,1,5,"(902,1353]","(20,7604]"
227,6,4074,1,0,0,0,0,6,"(0,451]","(20,7604]"
590,1,4769,1,0,0,0,1,10,"(0,451]","(20,7604]"
1005,6,4943,1,0,0,0,0,7,"(451,902]","(20,7604]"
322,4,4302,1,0,0,0,1,9,"(451,902]","(15188,22772]"
656,3,3692,1,1,0,0,1,12,"(0,451]","(20,7604]"
697,7,0,0,0,0,0,1,4,,"(20,7604]"
1005,1,7644,1,1,0,0,0,10,"(902,1353]","(20,7604]"
1108,3,6187,1,1,0,1,0,2,"(451,902]","(20,7604]"
909,5,11729,1,1,0,0,1,12,"(902,1353]","(20,7604]"
604,3,8000,1,1,0,0,0,2,"(451,902]","(7604,15188]"
217,4,3849,1,0,0,0,0,11,"(451,902]","(20,7604]"
281,3,4431,1,0,0,0,0,1,"(0,451]","(20,7604]"
677,2,5573,1,0,0,0,1,6,"(451,902]","(20,7604]"
378,4,7424,1,1,0,0,0,5,"(902,1353]","(20,7604]"
540,5,4564,1,1,0,0,1,7,"(0,451]","(20,7604]"
335,6,7788,1,0,0,0,1,6,"(1353,1804]","(20,7604]"
951,5,8881,1,1,0,0,1,9,"(451,902]","(20,7604]"
1036,3,5252,1,1,0,1,1,7,"(0,451]","(7604,15188]"
860,6,6237,1,0,0,0,0,8,"(451,902]","(20,7604]"
734,6,2930,1,0,0,0,1,7,"(0,451]","(20,7604]"
133,3,5220,1,0,0,0,1,6,"(451,902]","(20,7604]"
42,2,9237,1,0,0,0,1,5,"(902,1353]","(20,7604]"
574,7,0,0,0,0,0,0,2,,"(20,7604]"
861,6,4491,1,0,0,0,1,12,"(451,902]","(20,7604]"
575,1,10765,1,1,0,1,1,2,"(451,902]","(20,7604]"
324,3,4435,1,0,0,0,1,10,"(451,902]","(7604,15188]"
216,6,5990,1,0,0,0,1,7,"(451,902]","(20,7604]"
360,4,5736,1,0,0,0,0,11,"(451,902]","(20,7604]"
645,5,8726,1,1,0,0,1,7,"(902,1353]","(20,7604]"
732,5,3861,1,1,0,0,0,1,"(0,451]","(30356,37940]"
913,4,6092,1,0,0,0,0,3,"(902,1353]","(20,7604]"
263,6,4616,1,0,0,0,1,9,"(0,451]","(20,7604]"
527,7,0,0,0,0,0,0,7,,"(20,7604]"
758,6,2635,1,0,0,0,0,10,"(0,451]","(15188,22772]"
821,1,12620,1,1,0,1,0,7,"(902,1353]","(20,7604]"
28,4,5446,1,1,0,0,1,4,"(451,902]","(20,7604]"
390,7,0,0,0,0,0,0,7,,"(20,7604]"
243,1,10144,1,1,0,0,1,5,"(902,1353]","(20,7604]"
1068,7,0,0,0,0,0,1,6,,"(20,7604]"
465,1,4414,1,0,0,0,0,1,"(0,451]","(7604,15188]"
1063,2,3900,1,1,0,1,0,7,"(451,902]","(20,7604]"
151,2,5105,1,0,0,0,0,6,"(451,902]","(20,7604]"
965,7,0,0,0,0,0,0,2,,"(20,7604]"
809,2,15411,1,1,0,0,0,3,"(902,1353]","(7604,15188]"
488,1,2884,1,0,0,0,0,1,"(0,451]","(20,7604]"
614,3,5404,1,0,0,0,0,3,"(451,902]","(20,7604]"
1028,4,3159,1,0,0,0,1,9,"(0,451]","(20,7604]"
790,2,11490,1,1,0,0,0,12,"(902,1353]","(7604,15188]"
401,7,0,0,0,0,0,1,3,,"(7604,15188]"
1005,5,5544,1,0,0,0,0,3,"(451,902]","(20,7604]"
695,6,2786,1,0,0,0,1,3,"(0,451]","(20,7604]"
135,7,0,0,0,0,0,1,3,,"(20,7604]"
239,1,8485,1,1,0,0,0,9,"(451,902]","(20,7604]"
1078,5,7415,1,1,0,0,1,2,"(451,902]","(20,7604]"
483,6,1619,1,0,0,0,1,6,"(0,451]","(20,7604]"
289,5,5369,1,0,0,1,0,4,"(451,902]","(20,7604]"
363,6,6104,1,0,0,0,0,4,"(451,902]","(20,7604]"
131,3,3357,1,0,0,0,0,3,"(0,451]","(20,7604]"
346,4,5858,1,1,0,0,0,6,"(451,902]","(7604,15188]"
1115,1,7704,1,1,0,0,1,11,"(451,902]","(20,7604]"
840,1,10515,1,1,0,1,0,7,"(1353,1804]","(20,7604]"
846,1,6583,1,0,0,0,1,2,"(451,902]","(7604,15188]"
234,5,12649,1,0,0,0,0,5,"(902,1353]","(20,7604]"
490,6,8525,1,0,0,0,1,6,"(902,1353]","(20,7604]"
178,7,0,0,0,0,0,0,4,,"(20,7604]"
811,4,4383,1,1,0,0,0,2,"(451,902]","(20,7604]"
702,3,5908,1,1,0,0,1,1,"(0,451]","(7604,15188]"
826,2,7726,1,0,0,0,0,4,"(451,902]","(7604,15188]"
713,6,9414,1,0,0,0,1,2,"(902,1353]","(20,7604]"
212,7,0,0,0,0,0,0,8,,"(7604,15188]"
95,7,0,0,0,0,0,0,2,,"(20,7604]"
726,3,12973,1,1,0,1,0,7,"(902,1353]","(37940,45524]"
886,2,4537,1,0,0,1,0,10,"(451,902]","(7604,15188]"
152,2,3912,1,0,0,1,0,8,"(451,902]","(20,7604]"
829,3,5947,1,1,0,0,0,10,"(451,902]","(20,7604]"
357,1,5796,1,0,0,1,0,7,"(451,902]","(20,7604]"
819,3,4793,1,0,0,1,0,6,"(451,902]","(20,7604]"
743,5,3612,1,0,0,1,1,7,"(0,451]","(20,7604]"
80,7,0,0,0,0,0,0,3,,"(7604,15188]"
391,6,3011,1,0,0,0,1,5,"(0,451]","(20,7604]"
727,1,4287,1,0,0,0,0,2,"(451,902]","(20,7604]"
295,6,5445,1,0,0,0,1,7,"(451,902]","(20,7604]"
1110,1,5545,1,1,0,0,0,11,"(451,902]","(20,7604]"
497,5,10178,1,1,0,0,0,11,"(902,1353]","(20,7604]"
791,2,7137,1,1,0,0,0,4,"(451,902]","(20,7604]"
37,6,6725,1,0,0,0,0,8,"(451,902]","(20,7604]"
368,1,15685,1,1,0,0,1,5,"(902,1353]","(20,7604]"
715,4,7162,1,1,0,0,0,7,"(451,902]","(7604,15188]"
375,1,6966,1,0,0,1,1,8,"(451,902]","(15188,22772]"
896,6,11221,1,0,0,0,0,11,"(1353,1804]","(20,7604]"
1076,2,2700,1,0,0,0,1,6,"(0,451]","(20,7604]"
269,2,12499,1,1,0,1,0,7,"(1353,1804]","(20,7604]"
31,6,5961,1,0,0,0,0,3,"(451,902]","(7604,15188]"
498,3,7043,1,1,0,0,1,3,"(451,902]","(20,7604]"
337,2,5191,1,1,0,0,1,11,"(0,451]","(7604,15188]"
155,3,5400,1,0,0,1,1,10,"(451,902]","(20,7604]"
741,6,6540,1,0,0,0,0,7,"(451,902]","(7604,15188]"
484,6,8791,1,0,0,0,0,7,"(451,902]","(7604,15188]"
794,5,3623,1,1,0,0,0,4,"(451,902]","(20,7604]"
303,2,7953,1,1,0,0,1,6,"(451,902]","(15188,22772]"
565,2,8017,1,1,0,0,0,4,"(451,902]","(20,7604]"
604,1,6323,1,0,0,0,0,1,"(451,902]","(7604,15188]"
274,4,3515,1,0,0,0,1,3,"(902,1353]","(20,7604]"
66,5,6964,1,1,0,0,1,5,"(451,902]","(7604,15188]"
220,2,5445,1,0,0,1,0,9,"(451,902]","(20,7604]"
391,2,4600,1,0,0,0,1,6,"(451,902]","(20,7604]"
729,4,9765,1,1,0,0,0,11,"(902,1353]","(7604,15188]"
758,6,4477,1,0,0,0,0,4,"(451,902]","(15188,22772]"
285,1,5790,1,1,0,0,0,1,"(451,902]","(20,7604]"
227,7,0,0,0,0,0,0,6,,"(20,7604]"
457,6,5626,1,0,0,0,1,4,"(451,902]","(7604,15188]"
84,4,12697,1,1,0,0,0,10,"(1353,1804]","(7604,15188]"
923,3,6284,1,1,0,0,0,3,"(451,902]","(20,7604]"
949,5,7228,1,1,0,0,0,11,"(451,902]","(20,7604]"
695,3,4246,1,0,0,0,1,6,"(0,451]","(20,7604]"
1038,7,0,0,0,0,0,0,4,,"(15188,22772]"
905,6,10249,1,0,0,0,0,11,"(1353,1804]","(20,7604]"
312,1,9172,1,1,0,0,0,11,"(451,902]","(7604,15188]"
590,1,4585,1,0,0,0,1,7,"(0,451]","(20,7604]"
10,2,4739,1,0,0,0,0,6,"(451,902]","(20,7604]"
815,5,6835,1,1,0,0,1,3,"(451,902]","(20,7604]"
89,1,8783,1,1,0,0,1,3,"(451,902]","(20,7604]"
125,4,9337,1,0,0,1,0,7,"(902,1353]","(20,7604]"
41,7,0,0,0,0,0,1,11,,"(20,7604]"
116,1,10469,1,1,0,0,0,2,"(902,1353]","(20,7604]"
185,2,7565,1,1,0,0,0,4,"(451,902]","(20,7604]"
788,6,17754,1,0,0,0,0,12,"(1353,1804]","(20,7604]"
608,6,4839,1,0,0,0,1,10,"(451,902]","(15188,22772]"
359,6,7044,1,0,0,0,0,8,"(451,902]","(20,7604]"
849,7,0,0,0,0,0,0,5,,"(20,7604]"
700,3,5061,1,1,0,0,1,11,"(451,902]","(20,7604]"
241,6,5831,1,0,0,0,0,7,"(451,902]","(20,7604]"
696,2,14233,1,0,0,1,0,12,"(1353,1804]","(20,7604]"
584,3,4617,1,1,0,0,1,1,"(0,451]","(20,7604]"
870,2,7030,1,0,0,0,0,11,"(902,1353]","(20,7604]"
237,1,5174,1,0,0,0,0,2,"(451,902]","(20,7604]"
8,3,8523,1,1,0,0,0,7,"(451,902]","(20,7604]"
1061,7,0,0,0,0,0,0,11,,"(7604,15188]"
762,2,3225,1,1,0,0,1,4,"(0,451]","(20,7604]"
674,1,6611,1,0,0,0,1,11,"(902,1353]","(20,7604]"
601,4,4133,1,0,0,1,1,10,"(0,451]","(7604,15188]"
481,3,4601,1,0,0,0,1,12,"(451,902]","(20,7604]"
347,1,6118,1,1,0,0,1,6,"(0,451]","(7604,15188]"
759,4,5078,1,0,0,0,1,3,"(451,902]","(20,7604]"
995,1,0,0,0,2,1,0,4,,"(20,7604]"
456,4,4265,1,0,0,0,0,10,"(451,902]","(20,7604]"
761,7,0,0,0,0,0,0,4,,"(20,7604]"
525,4,14466,1,1,0,1,0,3,"(902,1353]","(20,7604]"
556,7,0,0,0,0,0,0,4,,"(20,7604]"
830,7,0,0,0,0,0,1,9,,"(20,7604]"
929,4,5195,1,1,0,0,0,2,"(451,902]","(20,7604]"
287,1,8047,1,0,0,0,1,5,"(451,902]","(20,7604]"
362,3,9460,1,1,0,1,0,7,"(902,1353]","(20,7604]"
56,3,5737,1,0,0,0,1,10,"(0,451]","(20,7604]"
720,3,7956,1,0,0,0,1,5,"(451,902]","(15188,22772]"
834,2,4295,1,0,0,0,0,8,"(451,902]","(20,7604]"
538,4,3975,1,1,0,0,0,6,"(451,902]","(20,7604]"
852,3,4916,1,1,0,1,1,7,"(451,902]","(20,7604]"
80,3,8388,1,1,0,1,0,7,"(451,902]","(7604,15188]"
150,6,9502,1,0,0,0,0,8,"(902,1353]","(30356,37940]"
70,4,6552,1,1,0,0,0,6,"(451,902]","(20,7604]"
586,6,16063,1,0,0,0,0,7,"(3157,3608]","(20,7604]"
852,1,3883,1,0,0,0,1,9,"(451,902]","(20,7604]"
599,4,8310,1,0,0,0,0,7,"(451,902]","(20,7604]"
386,4,6197,1,0,0,0,1,6,"(451,902]","(20,7604]"
478,5,6639,1,0,0,1,0,7,"(451,902]","(20,7604]"
351,7,0,0,0,0,0,1,4,,"(20,7604]"
1059,1,6798,1,0,0,0,0,10,"(902,1353]","(20,7604]"
571,2,7472,1,1,0,0,1,4,"(451,902]","(20,7604]"
1058,2,5936,1,0,0,0,1,2,"(451,902]","(20,7604]"
316,4,10450,1,1,0,1,0,7,"(902,1353]","(7604,15188]"
617,3,0,0,0,3,1,1,12,,"(7604,15188]"
506,7,0,0,0,0,0,1,2,,"(20,7604]"
874,5,5462,1,1,0,0,0,2,"(451,902]","(20,7604]"
1110,5,7081,1,1,0,0,0,8,"(451,902]","(20,7604]"
221,6,8405,1,0,0,0,0,5,"(451,902]","(7604,15188]"
990,7,0,0,0,0,0,0,11,,"(15188,22772]"
688,5,3473,1,0,0,0,1,1,"(0,451]","(15188,22772]"
375,2,7630,1,0,0,0,1,6,"(451,902]","(15188,22772]"
797,3,2343,1,0,0,0,1,9,"(0,451]","(20,7604]"
617,4,5780,1,0,0,0,1,3,"(451,902]","(7604,15188]"
268,4,5546,1,1,0,0,0,6,"(451,902]","(20,7604]"
643,3,8403,1,1,0,0,1,2,"(902,1353]","(20,7604]"
212,2,5685,1,1,0,0,0,4,"(451,902]","(7604,15188]"
931,7,1401,1,0,0,0,1,10,"(0,451]","(20,7604]"
1095,7,0,0,0,0,0,1,11,,"(20,7604]"
1052,3,7561,1,1,0,0,1,9,"(451,902]","(20,7604]"
700,7,0,0,0,0,0,1,3,,"(20,7604]"
642,7,0,0,0,0,0,1,8,,"(20,7604]"
349,6,7238,1,0,0,0,0,1,"(451,902]","(20,7604]"
105,1,2714,1,1,0,0,1,1,"(0,451]","(20,7604]"
956,2,5007,1,1,0,0,1,9,"(451,902]","(20,7604]"
563,1,8769,1,1,0,0,1,11,"(902,1353]","(20,7604]"
508,3,5512,1,1,0,0,1,6,"(451,902]","(20,7604]"
18,7,0,0,0,0,0,1,9,,"(7604,15188]"
156,7,0,0,0,0,0,1,8,,"(20,7604]"
931,6,1598,1,0,0,0,1,2,"(0,451]","(20,7604]"
24,5,7930,1,0,0,1,1,7,"(451,902]","(20,7604]"
610,7,0,0,0,0,0,0,2,,"(20,7604]"
513,4,19770,1,1,0,1,0,7,"(1804,2255]","(20,7604]"
38,7,0,0,0,0,0,0,3,,"(20,7604]"
127,6,4841,1,0,0,0,1,7,"(451,902]","(20,7604]"
81,7,0,0,0,0,0,1,4,,"(20,7604]"
135,1,5043,1,0,0,0,1,2,"(451,902]","(20,7604]"
852,7,0,0,0,0,0,1,4,,"(20,7604]"
978,2,0,0,0,1,1,0,1,,"(20,7604]"
229,3,6402,1,0,0,0,1,3,"(451,902]","(15188,22772]"
941,4,3965,1,0,0,0,1,7,"(451,902]","(20,7604]"
609,6,2614,1,0,0,0,0,11,"(0,451]","(20,7604]"
786,5,4659,1,1,0,0,1,1,"(451,902]","(20,7604]"
156,5,5223,1,0,0,1,1,7,"(451,902]","(20,7604]"
645,1,14191,1,1,0,1,1,9,"(1353,1804]","(20,7604]"
984,7,0,0,0,0,0,1,10,,"(20,7604]"
823,7,0,0,0,0,0,0,8,,"(15188,22772]"
452,3,5815,1,1,0,0,1,11,"(451,902]","(20,7604]"
932,7,0,0,0,0,0,1,3,,"(15188,22772]"
444,1,0,0,0,1,0,0,5,,"(20,7604]"
314,5,4759,1,0,0,0,1,6,"(451,902]","(20,7604]"
427,1,10844,1,1,0,0,1,1,"(902,1353]","(20,7604]"
497,1,7929,1,0,0,0,0,1,"(902,1353]","(20,7604]"
537,2,6207,1,1,0,0,1,7,"(451,902]","(20,7604]"
972,2,4186,1,1,0,0,0,2,"(0,451]","(7604,15188]"
170,4,3559,1,0,0,1,1,10,"(451,902]","(20,7604]"
184,1,8140,1,1,0,1,0,7,"(451,902]","(20,7604]"
795,4,0,0,1,1,0,1,5,,"(20,7604]"
760,4,8119,1,0,0,1,0,7,"(1353,1804]","(20,7604]"
34,7,0,0,0,0,0,0,4,,"(20,7604]"
661,4,8735,1,1,0,0,0,7,"(451,902]","(20,7604]"
237,1,5825,1,1,0,0,0,1,"(451,902]","(20,7604]"
784,2,6994,1,0,0,1,1,8,"(451,902]","(20,7604]"
22,7,0,0,0,0,0,1,1,,"(20,7604]"
80,1,8737,1,1,0,0,0,7,"(451,902]","(7604,15188]"
27,2,7192,1,0,0,0,1,2,"(902,1353]","(20,7604]"
624,1,10784,1,1,0,1,0,1,"(451,902]","(20,7604]"
904,5,4329,1,0,0,1,1,5,"(0,451]","(20,7604]"
917,5,6635,1,0,0,0,0,5,"(451,902]","(20,7604]"
1017,3,0,0,1,1,0,0,5,,"(20,7604]"
905,3,8882,1,1,0,0,0,6,"(902,1353]","(20,7604]"
886,3,8961,1,1,0,0,0,12,"(451,902]","(7604,15188]"
979,2,5722,1,0,0,0,1,5,"(451,902]","(20,7604]"
499,1,6603,1,1,0,1,1,8,"(451,902]","(20,7604]"
851,7,0,0,0,0,0,1,1,,"(20,7604]"
1099,3,6598,1,1,0,0,1,2,"(451,902]","(20,7604]"
927,3,5133,1,0,0,0,0,3,"(451,902]","(20,7604]"
931,4,4178,1,1,0,0,1,2,"(451,902]","(20,7604]"
669,1,5488,1,1,0,0,1,3,"(0,451]","(15188,22772]"
786,1,6188,1,1,0,1,1,7,"(451,902]","(20,7604]"
689,2,7253,1,1,0,0,0,3,"(451,902]","(7604,15188]"
998,4,3830,1,0,0,0,1,4,"(451,902]","(20,7604]"
581,4,4317,1,0,0,0,0,10,"(451,902]","(20,7604]"
89,5,5791,1,0,0,0,1,3,"(451,902]","(20,7604]"
1038,7,0,0,0,0,0,0,6,,"(15188,22772]"
947,5,7022,1,0,0,0,1,5,"(902,1353]","(20,7604]"
817,1,22310,1,0,0,0,0,3,"(3157,3608]","(20,7604]"
416,7,0,0,0,0,0,0,4,,"(20,7604]"
172,6,6559,1,0,0,0,1,7,"(451,902]","(20,7604]"
408,7,0,0,0,0,0,1,5,,"(20,7604]"
907,2,5127,1,0,0,1,0,8,"(451,902]","(20,7604]"
398,4,4241,1,0,0,0,1,7,"(451,902]","(20,7604]"
665,2,9742,1,1,0,0,1,5,"(1353,1804]","(20,7604]"
645,6,8953,1,0,0,0,1,12,"(902,1353]","(20,7604]"
382,2,6269,1,0,0,0,0,4,"(451,902]","(22772,30356]"
145,5,7842,1,0,0,1,1,5,"(902,1353]","(20,7604]"
786,5,3679,1,1,0,0,1,1,"(451,902]","(20,7604]"
927,4,0,0,1,1,0,0,6,,"(20,7604]"
584,7,0,0,0,0,0,1,2,,"(20,7604]"
439,1,10647,1,1,0,0,0,11,"(902,1353]","(20,7604]"
963,6,4037,1,0,0,0,0,8,"(0,451]","(22772,30356]"
644,4,7108,1,0,0,0,1,11,"(451,902]","(20,7604]"
772,3,4805,1,1,0,0,0,7,"(451,902]","(20,7604]"
1087,3,5104,1,0,0,0,0,7,"(451,902]","(20,7604]"
340,4,5480,1,1,0,0,0,1,"(451,902]","(7604,15188]"
82,4,8916,1,1,0,0,1,3,"(451,902]","(15188,22772]"
1014,4,11852,1,0,0,0,1,2,"(902,1353]","(20,7604]"
180,4,7675,1,1,0,0,0,4,"(451,902]","(20,7604]"
1036,5,4853,1,1,0,0,1,2,"(451,902]","(7604,15188]"
90,2,8649,1,1,0,0,0,2,"(902,1353]","(20,7604]"
771,1,8647,1,1,0,0,0,7,"(451,902]","(15188,22772]"
136,1,3495,1,0,0,1,1,2,"(0,451]","(20,7604]"
701,3,3228,1,0,0,0,1,9,"(0,451]","(20,7604]"
448,2,11226,1,1,0,0,0,2,"(902,1353]","(20,7604]"
179,5,8923,1,1,0,1,0,8,"(902,1353]","(20,7604]"
730,5,7733,1,1,0,1,0,8,"(902,1353]","(20,7604]"
684,4,5100,1,0,0,0,1,10,"(0,451]","(20,7604]"
994,7,0,0,0,0,0,1,3,,"(20,7604]"
793,2,3074,1,0,0,1,0,10,"(0,451]","(20,7604]"
558,4,3883,1,1,0,0,0,2,"(451,902]","(20,7604]"
397,6,4303,1,0,0,0,1,3,"(451,902]","(20,7604]"
168,5,7306,1,1,0,0,0,3,"(451,902]","(7604,15188]"
412,7,0,0,0,0,0,1,6,,"(20,7604]"
860,4,4290,1,0,0,0,0,4,"(451,902]","(20,7604]"
209,6,3964,1,0,0,0,1,1,"(0,451]","(7604,15188]"
628,5,4759,1,0,0,0,0,2,"(451,902]","(20,7604]"
191,2,7244,1,1,0,0,1,2,"(451,902]","(20,7604]"
816,1,4228,1,0,0,0,0,3,"(451,902]","(20,7604]"
505,1,6924,1,1,0,1,1,9,"(451,902]","(20,7604]"
282,7,0,0,0,0,0,0,4,,"(20,7604]"
240,6,3696,1,0,0,0,0,3,"(0,451]","(20,7604]"
330,6,4440,1,0,0,0,1,4,"(0,451]","(20,7604]"
446,2,6521,1,1,0,0,1,5,"(451,902]","(20,7604]"
768,6,11349,1,0,0,0,0,5,"(902,1353]","(20,7604]"
340,3,5232,1,0,0,0,0,3,"(451,902]","(7604,15188]"
76,2,7452,1,0,0,0,0,5,"(451,902]","(15188,22772]"
343,7,0,0,0,0,0,1,4,,"(15188,22772]"
986,6,0,0,0,1,0,1,11,,"(20,7604]"
666,7,0,0,0,0,0,1,3,,"(20,7604]"
741,2,9347,1,1,0,1,0,9,"(902,1353]","(7604,15188]"
353,3,3225,1,0,0,0,1,1,"(902,1353]","(20,7604]"
403,7,0,0,0,0,0,0,2,,"(20,7604]"
396,6,5720,1,0,0,0,0,5,"(451,902]","(22772,30356]"
485,4,3247,1,0,0,0,1,2,"(0,451]","(20,7604]"
3,4,7177,1,1,0,0,1,10,"(451,902]","(7604,15188]"
1088,5,6003,1,1,0,0,1,9,"(451,902]","(20,7604]"
47,4,5656,1,0,0,0,1,2,"(451,902]","(20,7604]"
471,7,0,0,0,0,0,1,6,,"(20,7604]"
964,4,9859,1,1,0,0,1,1,"(902,1353]","(20,7604]"
257,5,5990,1,0,0,1,0,10,"(451,902]","(20,7604]"
721,5,9305,1,1,0,0,1,6,"(451,902]","(20,7604]"
166,5,3936,1,0,0,0,1,9,"(451,902]","(20,7604]"
